Relative_Compactness;Surface_Area;Wall_Area;Roof_Area;Overall_Height;Orientation;Glazing_Area;Glazing_Area_Distribution;Heating_Load;Cooling_Load
0.86;588;294;147;7;4;0.4;5;31.12;36.26
0.86;588;294;147;7;5;0.4;5;32.06;35.71
0.82;612.5;318.5;147;7;2;0.4;5;30;29.93
0.82;612.5;318.5;147;7;3;0.4;5;29.5;29.56
0.82;612.5;318.5;147;7;4;0.4;5;29.06;33.84
0.82;612.5;318.5;147;7;5;0.4;5;29.92;32.54
0.79;637;343;147;7;2;0.4;5;42.11;38.56
0.79;637;343;147;7;3;0.4;5;41.96;37.7
0.79;637;343;147;7;4;0.4;5;41.09;47.01
0.79;637;343;147;7;5;0.4;5;40.79;44.87
0.76;661.5;416.5;122.5;7;2;0.4;5;38.82;39.37
0.76;661.5;416.5;122.5;7;3;0.4;5;39.72;39.8
0.76;661.5;416.5;122.5;7;4;0.4;5;39.31;37.79
0.76;661.5;416.5;122.5;7;5;0.4;5;39.86;38.18
0.74;686;245;220.5;3.5;2;0.4;5;14.41;16.69
0.74;686;245;220.5;3.5;3;0.4;5;14.19;16.62
0.74;686;245;220.5;3.5;4;0.4;5;14.17;16.94
0.74;686;245;220.5;3.5;5;0.4;5;14.39;16.7
0.71;710.5;269.5;220.5;3.5;2;0.4;5;12.43;15.59
0.71;710.5;269.5;220.5;3.5;3;0.4;5;12.63;14.58
0.71;710.5;269.5;220.5;3.5;4;0.4;5;12.76;15.33
0.71;710.5;269.5;220.5;3.5;5;0.4;5;12.42;15.31
0.69;735;294;220.5;3.5;2;0.4;5;14.12;16.63
0.69;735;294;220.5;3.5;3;0.4;5;14.28;15.87
0.69;735;294;220.5;3.5;4;0.4;5;14.37;16.54
0.69;735;294;220.5;3.5;5;0.4;5;14.21;16.74
0.66;759.5;318.5;220.5;3.5;2;0.4;5;14.96;17.64
0.66;759.5;318.5;220.5;3.5;3;0.4;5;14.92;17.79
0.66;759.5;318.5;220.5;3.5;4;0.4;5;14.92;17.55
0.66;759.5;318.5;220.5;3.5;5;0.4;5;15.16;18.06
0.64;784;343;220.5;3.5;2;0.4;5;17.69;20.82
0.64;784;343;220.5;3.5;3;0.4;5;18.19;20.21
0.64;784;343;220.5;3.5;4;0.4;5;18.16;20.71
0.64;784;343;220.5;3.5;5;0.4;5;17.88;21.4
0.62;808.5;367.5;220.5;3.5;2;0.4;5;16.54;16.88
0.62;808.5;367.5;220.5;3.5;3;0.4;5;16.44;17.11
0.62;808.5;367.5;220.5;3.5;4;0.4;5;16.48;16.61
0.62;808.5;367.5;220.5;3.5;5;0.4;5;16.64;16.03
0.94;691.52;300.02;183.2;3.5;2;0;0;36.3;23.62
0.95;573.95;365.38;113.23;7;3;0.1;1;25.49;43.39
0.82;601.08;259.38;166.95;3.5;4;0.25;2;29.22;14.7
0.8;788.81;404.82;173.88;3.5;5;0.4;3;22.24;29.51
0.86;806.09;278.75;164.32;7;3;0.1;4;35.12;44.29
0.88;582.72;262.78;211.6;7;4;0.25;5;25.56;44.69
0.82;733.03;312.32;132.74;3.5;5;0.4;3;7.91;40.55
0.93;681.35;357.08;209.78;7;2;0;2;21.52;20.61
0.84;619.87;334.27;203.57;3.5;5;0.4;1;21.77;22.65
0.81;715.24;308.66;143.31;7;4;0.25;4;35.7;41.76
0.68;707.11;375.14;151.6;3.5;3;0.1;0;36.89;37.43
0.87;600.32;312.51;162.81;3.5;2;0;5;32.85;43.68
0.9;529.06;372.94;196.98;7;4;0;2;13.23;15.38
0.64;597.97;325.4;189.71;7;5;0.25;3;25.59;14.17
0.79;522.01;383.89;187.66;3.5;3;0.4;4;15.35;44.8
0.77;534.3;281.19;196.61;7;2;0.1;5;25.38;27.42
0.72;761.03;309.6;202.18;3.5;4;0.25;3;7.75;39.4
0.79;586.54;304.28;131.05;7;5;0.4;2;42.35;37.9
0.86;554.62;385.56;213.95;3.5;3;0;1;28.84;30.06
0.7;754.48;316.83;190.6;3.5;2;0.4;4;7.51;21.87
0.97;559.71;342.34;137.98;7;2;0.25;0;19.4;32.26
0.73;571.38;374.37;161.41;7;3;0.1;2;18.61;18.88
0.67;769.74;309.95;182.56;3.5;4;0;3;39.57;24.38
0.66;547.12;279.41;173.98;7;2;0.25;4;14.93;36.89
0.85;555.08;313.76;205.19;3.5;5;0.1;5;7.33;44.1
0.86;697.24;253.15;191.37;7;4;0.25;3;8.06;31.37
0.72;656.27;267.04;200.93;3.5;3;0.4;2;37.43;40.42
0.76;646.92;250.77;141.44;3.5;2;0;1;14.45;15.13
0.8;791.96;372.41;185.24;7;4;0.4;4;20.61;26.59
0.91;698.32;285.35;201.78;7;5;0.25;0;33.66;46.35
0.92;670.75;367.71;201.01;3.5;3;0.1;2;17.87;37.77
0.67;560.19;322.04;177.53;7;2;0;3;30.64;33.27
0.97;564.82;259.65;128.46;3.5;4;0.25;4;8.22;13.35
0.92;577.55;259.1;177.42;7;5;0.4;5;13.3;44.37
0.81;529.95;351.9;207.21;3.5;2;0;3;24.17;34.56
0.91;636.49;273.01;217.63;7;2;0.25;2;42.34;27.4
0.64;766.02;293.28;147.54;3.5;2;0.4;1;23.16;20.38
0.71;801.94;335.56;188.98;3.5;2;0.1;4;23.63;40.62
0.73;719.98;251.39;159.36;7;2;0.25;0;28.03;37.09
0.75;665.53;263.26;152.07;7;4;0.4;0;30.01;27.47
0.63;781.68;344.27;174.23;3.5;2;0;2;10.56;15.55
0.73;626.38;281.18;144.5;7;5;0.4;3;31.74;13.95
0.83;799.22;313.41;175.9;3.5;4;0.25;4;34.61;34.41
0.65;741.68;311.21;152.65;3.5;3;0.1;5;17.84;11.01
0.68;638.89;392.29;151.21;3.5;2;0;3;20.05;27.98
0.77;655.91;309.45;219.85;7;4;0.25;2;22.97;47.52
0.91;568.57;383.25;213.66;7;5;0.1;1;37.48;26.66
0.76;583.28;366.99;163.85;3.5;3;0.25;4;9.44;26.98
0.69;732.59;328.48;194.09;7;2;0.4;0;32.27;41.09
0.82;614.89;407.69;166.1;3.5;4;0;1;25.39;41.61
0.97;626.57;401.89;119.54;7;5;0.4;2;24.06;37.29
0.64;696.92;298.52;202.22;3.5;3;0.25;3;31.75;33.9
0.67;721.49;361.57;203.07;3.5;2;0.1;4;17.22;37.16
0.78;784.89;254.98;157.29;7;2;0;5;32;11.64
0.7;738.5;330.62;133.1;7;2;0.25;3;28.1;40.51
0.97;691.81;396.51;185.68;3.5;5;0.4;2;37.95;29.11
0.94;799.55;381.85;113.27;7;4;0;1;7.79;22.79
0.71;725.89;379.84;163.78;3.5;3;0.25;4;25.93;34.91
0.69;769.43;301.03;189.38;7;2;0.4;0;21.7;14.3
0.87;780.6;345.67;164.46;3.5;4;0.1;2;31.99;24.52
0.88;758.56;325.06;152.88;7;5;0.25;3;27.3;31.85
0.86;802.68;318.24;183.66;3.5;3;0.4;4;35.53;42.28
0.74;551.94;331.25;175.51;7;2;0;5;14.28;13.11
0.73;595.62;354.7;116.33;3.5;4;0.4;3;17.45;37.35
0.95;635.9;405.32;203.21;3.5;5;0.25;2;25.24;46.63
0.96;718.83;251.63;191.91;7;2;0.1;1;16.55;40.66
0.85;792.88;406.9;152.18;7;2;0;4;39.78;24.79
0.82;768.88;334.45;177.98;3.5;5;0.25;2;21.97;22.56
0.76;715.41;343.4;165.84;7;4;0;3;30.97;19.53
0.69;580.23;342.07;155.22;3.5;3;0.4;4;7.66;34.15
0.71;801.43;267.69;157.59;7;2;0.25;5;28.6;26.13
0.91;522.98;302.47;144.4;3.5;4;0.1;3;22.46;26.72
0.97;559.37;404.34;210.31;3.5;5;0;2;11.92;47.3
0.82;748.72;299.42;184.8;7;3;0.25;1;22.6;44.28
0.76;729.2;384.14;148.57;7;2;0.4;4;24.47;38.34
0.95;543.13;304.12;210.6;3.5;4;0.1;0;22.46;44.56
0.96;719.31;283.32;161.43;7;5;0;5;17.04;26.2
0.64;715.4;258.04;183.06;3.5;2;0.25;3;13.99;16.74
0.93;576.63;378.09;137.47;7;5;0.4;2;37.95;39.97
0.81;555.36;284.45;133.79;3.5;4;0.1;1;32.51;43.68
0.77;629.93;369.01;207.39;3.5;3;0.25;4;17.77;28.27
0.68;604.67;352.67;158.72;7;2;0.4;0;39.79;15.24
0.81;716.06;316.33;197.39;7;4;0.1;0;33.95;21.4
0.85;587.31;259.25;113.27;3.5;5;0.25;0;19.59;46.87
0.77;743.67;394.4;203.12;7;3;0.4;0;27.26;21.65
0.64;540.28;414.02;125.41;3.5;2;0;0;40.1;44.27
0.81;596.08;273.38;174.02;7;4;0.4;2;12.61;38.32
0.73;628.56;361.78;125.4;3.5;5;0.25;3;21.53;32.25
0.65;646.31;347.04;191.01;3.5;2;0.1;4;21.45;26.51
0.9;602.28;260.85;207.13;7;3;0;5;22.8;12.76
0.66;671.51;334.11;209.86;7;3;0.25;3;13.12;28.49
0.75;610.89;256.1;128.62;7;2;0.4;2;10.2;23.29
0.92;622.99;363.88;185.33;3.5;5;0.1;1;20.24;35.07
0.65;722.55;293.92;196.12;7;4;0.25;4;28.89;34.51
0.94;695.45;376.97;154.97;3.5;3;0.4;0;37.14;28.94
0.76;717.56;409.13;191.2;7;2;0;1;33.35;17.49
0.65;767.29;366.73;188.67;3.5;4;0.4;2;37.65;44.75
0.76;601.63;296.12;179.01;3.5;5;0.25;3;8.24;17.74
0.87;593.75;264.83;182.97;7;3;0.1;4;17.99;38.17
0.85;707.7;253.2;200.63;7;2;0;5;33.3;14.49
0.67;692.5;279.28;140.44;3.5;4;0.25;3;36.79;15.39
0.7;758.35;260.23;153.73;7;5;0.25;2;15.13;39.35
0.85;586.68;298.83;135;3.5;4;0.4;1;17.78;11.86
0.88;617.27;361.87;191.65;7;5;0;4;20.75;15.1
0.96;699.8;381.38;214.5;7;4;0.4;0;6.55;25.56
0.97;679.21;291.09;142.68;3.5;2;0.25;1;38.36;47.76
0.84;603.63;332.64;131.01;7;5;0.1;0;36.77;16.43
0.83;640.43;412.19;180.05;3.5;4;0;0;39.17;29.25
0.77;700.62;412.04;173.81;7;3;0.25;2;36.05;30.38
0.75;765.01;316.59;158.07;3.5;2;0.4;3;23.63;18.6
0.86;653.96;318.05;191.48;3.5;4;0.1;4;25.18;26.53
0.98;788.85;399.07;208.63;7;5;0;5;41.42;38.58
0.92;687.69;406.61;183.54;7;3;0.25;3;21.75;15.64
0.94;807.46;255.83;201.87;3.5;2;0.4;2;33.61;35.37
0.9;729.86;336.45;196.25;7;4;0.1;1;38.13;21.84
0.97;778.87;305.27;153.88;3.5;5;0.25;4;41.44;26.05
0.66;522.14;336.54;136.87;3.5;5;0.4;0;32.98;24.91
0.8;517.52;349.74;207.38;7;3;0;0;27.61;45.57
0.68;728.14;314.3;128.57;3.5;2;0.4;0;11.11;17.94
0.65;743.88;375.91;220.24;7;2;0.25;2;32.17;18.12
0.87;773.28;336.14;115.42;3.5;5;0.1;3;6.42;37.74
0.97;718.1;416.1;215.39;7;4;0;4;22.37;26.71
0.67;730.98;392.94;167.01;3.5;3;0.25;5;24.05;18.27
0.73;575.98;287.9;127.08;3.5;2;0.4;3;32.54;29.23
0.74;614.17;300.17;140.93;7;4;0.25;2;17.93;29.36
0.86;726.77;306.9;140.45;7;5;0.1;1;41.65;15.94
0.94;662.31;264.22;132.31;3.5;3;0;4;12.02;41.59
0.75;552.26;392.58;120.17;7;2;0.25;0;14.17;39.76
0.93;683.73;293.5;186.52;3.5;4;0.4;2;24.68;41.56
0.7;537.26;329.64;192.05;7;5;0.1;2;22.79;31.91
0.88;542.2;328.86;167.18;3.5;2;0;3;13.19;26.52
0.68;755.66;406.14;159.1;3.5;2;0.25;4;33.73;45.62
0.76;744.73;385.16;147.58;7;2;0.4;5;29.29;38.47
0.78;679.44;309.15;203.82;3.5;5;0.25;3;15.1;11.12
0.78;649.77;416.34;171.51;3.5;4;0.1;2;23.44;27.46
0.77;769.87;269.68;191.88;7;3;0.25;1;24.74;13.73
0.8;635.98;319.14;189.42;7;2;0.4;4;41.22;44.8
0.72;722.27;339.28;148.11;3.5;4;0.1;0;22.15;47.32
0.79;758.8;295.42;201.83;7;5;0.25;3;28.85;20.58
0.8;686.23;268.67;183.43;3.5;3;0.4;4;19.89;41.45
0.76;522.3;378.02;179.34;7;2;0;5;8.08;43.49
0.67;765.76;357.2;199.5;3.5;4;0.4;3;8.52;16.4
0.65;696.95;286.74;129.15;3.5;5;0.25;2;27.35;31.42
0.82;785.95;331.35;163.28;7;2;0.1;1;35.18;34.26
0.73;708.67;250.57;163.9;7;2;0;4;19.4;19.04
0.72;712.26;389.23;198.98;3.5;2;0;2;16.35;26.61
0.76;804.4;375.02;212.82;7;5;0.25;3;17.38;14.19
0.69;641.75;398.09;171.72;3.5;4;0.4;4;15.89;16.77
0.63;549.92;346.29;158.1;3.5;3;0.1;5;28.26;31.64
0.82;780.99;316.08;189.93;3.5;2;0.25;3;22.16;33.68
0.64;721.04;248.93;112.85;3.5;4;0.4;2;24.23;45.62
0.92;588.24;409.12;149.48;3.5;5;0;1;40.2;20
0.72;544.6;309.87;214.71;3.5;3;0.4;4;23.96;40.16
0.79;702.49;320.41;113.53;7;2;0.25;0;35.58;23.7
0.86;663.95;380.91;203.2;3.5;4;0.1;3;30.92;40.76
0.82;719.03;259.24;201.31;3.5;5;0;2;30.62;28.78
0.73;676.16;379.32;143.32;7;3;0.25;3;12.25;27.5
0.77;762.56;349.85;114.32;7;3;0;4;33.31;31.68
0.82;684.32;400.9;172.81;3.5;3;0.4;5;32.57;36.36
0.91;653.92;324.88;176;7;3;0.25;3;22.07;46.1
0.87;560.13;340.59;177.83;3.5;2;0.1;2;31.67;34.93
0.78;662.46;273.17;205.1;7;5;0;1;7.69;24.58
0.66;595.5;364.38;210.13;3.5;4;0.25;4;6.73;26.36
0.75;526.36;339.44;205.98;3.5;3;0;0;14.29;15.67
0.88;634.74;350.42;198.08;7;2;0.25;2;7.58;27.61
0.74;541.1;263.1;190.42;7;4;0.4;1;19.54;30.83
0.8;765.35;311.25;198.89;3.5;5;0.1;4;18.95;23.73
0.88;554.21;309.65;156.85;7;3;0.25;0;12.28;30.97
0.69;545.15;266.74;127.34;3.5;2;0.4;2;6.23;14.99
0.63;713.75;339.55;141.58;7;4;0;3;15.65;25.27
0.81;584.66;285.78;126.13;3.5;5;0.4;4;33.32;38.85
0.74;526.15;391.14;181.27;3.5;2;0.25;5;24.32;14.81
0.7;721.05;386.49;213.8;3.5;2;0.1;3;22.95;13.92
0.85;651.13;321.62;117.33;7;2;0;2;42.34;25.67
0.87;684.72;330.26;217.31;3.5;2;0.25;1;18.12;17.34
0.85;682.82;328.91;217.07;7;5;0;4;27.85;40.5
0.91;651.9;401.54;179.52;3.5;4;0.4;0;14.89;18.37
0.88;515.52;322.79;194.78;7;3;0.25;4;21.85;21.44
0.75;717.82;393.07;140.53;3.5;2;0.1;5;27.8;21.65
0.84;621.04;354.52;183.29;3.5;4;0;3;6.41;33.03
0.8;741.25;330.07;134.61;7;5;0;2;17.43;46.21
0.78;779.5;293.68;166.45;7;3;0.25;2;20.06;41.81
0.93;537.77;349.8;205.03;3.5;2;0.4;3;35.19;30.96
0.91;640.03;372.69;147.1;7;4;0.1;4;30.98;21.31
0.76;656.6;405.75;145.23;3.5;5;0.25;5;15.94;18.56
0.9;598;290.02;188.32;3.5;2;0.4;3;23.54;21.42
0.76;710.23;249.68;147.25;7;2;0;2;11.32;14.99
0.75;688.08;358.08;120.63;3.5;2;0.4;1;6.77;14.2
0.76;762.26;251.84;140.4;3.5;5;0.25;4;42.58;24.92
0.88;749.61;313.62;191.32;7;4;0.1;0;6.29;30.54
0.94;781.94;299.81;193.59;7;3;0;4;26.68;27.6
0.98;740.67;338.37;193.88;3.5;2;0.25;5;23.02;39.91
0.64;727.63;325.34;133.35;7;4;0.4;3;21.64;23.88
0.95;645.41;374.63;113;3.5;5;0.1;2;8.93;45.08
0.78;646.65;356.54;213.88;7;3;0.25;1;18.22;47.53
0.82;708.38;312.06;111.42;3.5;2;0.4;4;36.71;15.8
0.72;722.36;298.51;126.99;3.5;4;0;0;18.27;15.63
0.91;807.4;309.06;194.84;7;5;0.4;2;9.11;46.44
0.75;790.82;323.11;111;7;2;0.25;3;34.51;17.62
0.71;765.67;363.57;212.03;3.5;2;0.1;4;13.37;25.25
0.83;760.7;278.65;120.46;7;5;0;5;6.3;32.92
0.88;608.92;342.83;204.84;3.5;4;0;3;10.67;34.7
0.83;582.86;365.23;127.25;3.5;3;0.25;2;9.82;32.64
0.94;786.72;294.94;192.64;7;2;0.4;1;34.5;37.31
0.9;666.73;390.75;137.23;3.5;4;0.1;4;32.51;21.22
0.78;621.01;392.77;138.45;7;5;0.25;0;19.11;39.9
0.95;679.08;285.68;133.62;3.5;3;0.4;4;27.97;13.13
0.75;661.58;408.84;151.8;7;2;0;5;11.47;17.22
0.73;632.6;336.5;140.83;3.5;4;0.4;3;41.39;31.8
0.83;533.16;296.39;154.73;3.5;5;0.25;2;34.12;11.76
0.98;771.97;399.84;110.55;7;2;0.1;1;15.4;40.71
0.86;766.78;361.18;153.41;7;2;0;4;35.89;20.38
0.79;725.53;285.41;199.51;3.5;5;0.25;0;15.24;18.49
0.88;522.31;332.8;206.18;7;4;0.4;2;23.42;44.03
0.63;518.1;337.43;114.67;3.5;3;0;3;9.86;24
0.93;541.6;290.46;119.79;7;2;0.4;4;42.05;29.8
0.86;785.75;252.18;214.51;7;4;0.25;5;27.39;33.2
0.74;566.63;282.1;206.23;3.5;5;0.1;3;8.8;34.09
0.71;751.33;342.14;175.99;3.5;3;0;2;18.17;18.98
0.65;618.17;284.66;153.89;7;2;0;1;34.03;20.65
0.87;540.9;345.36;124.89;3.5;4;0.25;4;10.36;36.73
0.79;580.03;330.22;200.37;3.5;5;0.4;0;42.96;13.54
0.86;764.29;293.79;184.13;7;3;0.1;2;16.13;21.51
0.93;576.56;334.95;122.68;7;3;0.25;3;35.13;11.84
0.76;791.5;413.4;123.72;3.5;2;0.4;4;23.69;45.74
0.76;567.7;351.36;172.35;7;5;0;5;22.71;27.84
0.86;524.29;338.7;207.95;3.5;4;0.4;3;31.33;36.03
0.73;713.2;266.78;145.17;7;3;0.25;2;10.89;31.59
0.86;788.58;272.54;144.96;3.5;2;0.1;1;7.17;17.96
0.66;738.78;360.62;164.03;3.5;4;0;4;7.37;20.95
0.74;666.22;410.91;204.82;7;5;0.25;0;8.73;17.95
0.68;775.54;254.3;155.56;7;3;0;5;35.98;16.54
0.74;596.24;414.7;140.36;3.5;2;0.25;3;26.77;48.01
0.86;776.5;384.02;119.89;7;4;0.4;2;23.39;13.85
0.89;602.75;300.48;114.98;3.5;5;0.1;1;30.41;10.92
0.65;523.43;379.73;184.95;3.5;5;0.25;4;29;17.08
0.78;620.38;263.73;185.26;7;3;0.4;0;36.16;16.1
0.83;553.74;308.76;134.88;3.5;2;0;0;24.12;30.52
0.93;530.51;295.58;179.38;7;5;0.4;2;32.89;39.49
0.78;656.25;357.83;193.69;3.5;4;0;3;30.23;22.94
0.91;628.14;395.33;168.47;7;3;0.25;4;12.64;41.53
0.64;612.51;362.34;185.55;3.5;2;0.4;5;24.39;23.09
0.9;616.34;281.32;161.03;3.5;4;0.1;3;38.63;41.16
0.97;733.92;288.49;215.72;7;5;0.25;2;12.5;41.56
0.72;729.37;300.96;199.94;7;3;0.4;1;9.78;29.47
0.78;579.12;381.91;133.77;3.5;2;0;4;40.14;29.46
0.9;790.42;409.31;174.91;7;4;0.4;0;7.98;29.47
0.82;569.2;298.78;198.17;3.5;5;0.25;2;14.73;40.49
0.89;764.74;340.43;168.47;3.5;3;0.1;1;21.05;34.07
0.79;595.84;409.25;185.28;3.5;2;0;4;38.23;35.33
0.8;604.39;363.36;152.71;3.5;3;0.25;0;31.38;29.78
0.7;543.23;280.54;187.54;3.5;3;0.4;0;33.58;14.87
0.95;571.74;321.09;134.28;7;2;0.25;2;12.93;23.54
0.92;706.38;258.33;166.81;3.5;5;0.1;3;8.93;33.93
0.79;523.22;335.16;206.24;3.5;4;0;4;42.39;16.18
0.96;559.62;329.06;135.25;7;3;0.25;5;17.41;14.06
0.71;807.23;261.31;209.29;7;2;0.4;3;21.7;27.59
0.83;630.4;247.61;119.49;3.5;4;0.1;2;32.43;15.24
0.95;580.8;392.48;128.85;7;5;0.25;1;30.88;22.61
0.73;733.27;344.64;194.52;3.5;3;0.4;4;28.69;17.28
0.66;623.6;406.7;176.63;7;2;0;0;41.75;32.59
0.62;744.19;401.1;131.06;3.5;4;0.4;5;6.57;43.87
0.82;708.34;324.65;188.15;3.5;5;0.25;2;11.19;25.41
0.75;589.05;260.23;119.79;7;3;0.1;3;28.98;12.02
0.65;697.54;397.09;148.32;7;2;0;4;7.77;47.98
0.71;528.66;310.4;140.75;3.5;5;0.25;5;20.11;45.97
0.76;723.36;249.54;126.62;7;4;0.4;3;19.92;30.23
0.64;748.71;385.94;184.17;3.5;3;0;2;20;16.56
0.69;558.26;312.47;197.25;3.5;2;0.4;1;6.63;43.29
0.81;594.09;391.88;175;7;4;0.25;2;37.15;21.18
0.8;760.2;293.52;176.95;3.5;5;0.1;3;28.57;34.77
0.73;646.81;246.59;131.43;7;3;0;4;32.13;29.18
0.74;772.1;408.74;152.19;3.5;2;0.25;5;19.77;30.94
0.74;720.3;385.35;204.47;7;4;0.4;3;25.36;40.37
0.83;718.12;314.74;126.83;3.5;5;0.1;2;8.69;40.39
0.73;664.38;376.66;121.43;3.5;5;0;1;26.35;16.59
0.96;694.55;384.96;138.08;7;5;0.25;4;36.66;31.32
0.97;610.07;287.63;190.74;7;5;0.1;0;9.74;39.44
0.68;683.83;382.44;129.74;3.5;5;0.1;3;34.79;44.03
0.65;751.06;303.58;185.57;3.5;2;0.25;4;16.71;35.62
0.72;582.45;309.62;183.72;7;5;0.4;5;25.72;46.61
0.78;792.48;253.45;174.49;7;4;0.1;3;34.68;32.4
0.85;610.33;409.71;178.42;3.5;3;0.25;2;32.02;34.89
0.8;690.18;271.05;166.58;7;2;0.4;1;34.42;43.64
0.71;541.63;274.39;140.6;3.5;4;0;4;9.7;39.92
0.79;671.67;369.33;202.11;7;5;0.4;2;35.28;11.5
0.84;621.25;338.7;173.62;7;3;0.25;3;18.3;38.71
0.81;545.78;276.2;187.36;3.5;2;0.1;4;18.11;11.69
0.68;692.49;388.5;219.51;7;4;0;5;28.55;46.21
0.66;565.97;263.06;162.8;3.5;5;0.25;3;8.76;46.15
0.87;516.2;304.69;150.8;7;5;0.4;2;39.97;11.28
0.77;565.94;370.51;205.34;7;2;0.1;1;30.13;44.33
0.72;614.8;411.78;191.46;7;5;0.25;4;14.48;40.16
0.83;616.95;311.93;215.17;3.5;4;0.4;0;41.86;34.14
0.97;728.61;291.31;171.93;7;3;0;4;19.92;32.58
0.75;551.4;257.79;130.28;3.5;2;0.4;0;30.48;43.25
0.8;690.56;296.37;205.53;7;4;0.25;0;29.7;21.71
0.83;766.99;296.2;111.42;3.5;5;0.1;3;28.6;25.18
0.69;665.39;247.1;216.64;3.5;3;0;4;15.65;46.15
0.63;609.9;252.32;164.6;7;2;0.25;5;16.19;29.75
